UNODC,unodc_ddds@un.org,,,,,,,,,,,
16/05/2024,,,,,,,,,,,,
Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,65177,CTS
SWZ,Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,14725,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,5390,CTS
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,91997,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,19491,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,5703,CTS/DMDB
USA,United States of America,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,859030,CTS
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2003,Counts,78464,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,190,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,3584,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,171,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,64811,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,3711,CTS
BHR,Bahrain,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,3837,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1970,CTS
BMU,Bermuda,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,435,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1610,CTS
BRN,Brunei Darussalam,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,537,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,49376,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,8198,CTS
CMR,Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,3056,CTS/NSO
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,32534,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,172,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,23579,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,474575,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,11005,CTS
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,20234,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,7967,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,29782,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,137679,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,513173,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1089,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,80486,CTS
GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,371,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,7606,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,6443,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,7811,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1153,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,12514,CTS
IND,India,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,276868,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,12255,CTS
ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,50171,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,51823,CTS
JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,59628,CTS/MoI
KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,213,CTS
KWT,Kuwait,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,641,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,70,CTS
LKA,Sri Lanka,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,21172,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,454,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,872,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,46067,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,129,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,246338,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,150,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,2846,CTS
MOZ,Mozambique,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1350,CTS
MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,144,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,55300,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,2884,CTS
PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,15020,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,41716,CTS
PSE,State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,5812,CTS
QAT,Qatar,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,298,CTS/MoI
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,9201,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,57453,CTS
SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,549,CTS
SLB,Solomon Islands,Oceania,Melanesia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1207,CTS
STP,Sao Tome and Principe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,3810,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,2379,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,67089,CTS
SWZ,Eswatini,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,14587,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,6365,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,643,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,97145,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,25744,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,5538,CTS/DMDB
USA,United States of America,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,847381,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,1529,CTS/NGO
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2004,Counts,95581,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,165,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,717,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,142099,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,180,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,3611,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,165,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,67418,CTS
BGD,Bangladesh,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,570,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,3656,CTS
BHR,Bahrain,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,3528,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1369,CTS
BLR,Belarus,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1915,CTS
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,6026,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1731,CTS
BRN,Brunei Darussalam,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,530,CTS
CAN,Canada,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,53451,CTS
CHE,Switzerland,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,8099,CTS
CMR,Cameroon,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,3140,CTS/NSO
COL,Colombia,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,30415,CTS
CYP,Cyprus,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,132,CTS
CZE,Czechia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,21684,CTS
DEU,Germany,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,494329,CTS
DNK,Denmark,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,11117,CTS
DZA,Algeria,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,32920,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,7756,CTS
ESP,Spain,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,172824,CTS
EST,Estonia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,132,CTS
FIN,Finland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,30467,CTS
FRA,France,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,148651,CTS
GBR_E_W,United Kingdom (England and Wales),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,541455,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1095,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,78601,CTS
GEO,Georgia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,368,CTS
GIN,Guinea,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,286,CTS
GRC,Greece,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,7777,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1894,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,6095,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,8091,CTS
HRV,Croatia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1153,CTS
HUN,Hungary,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,12339,CTS
IND,India,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,270861,CTS
IRL,Ireland,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,12479,CTS
ISR,Israel,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,51114,CTS
ITA,Italy,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,56629,CTS
JOR,Jordan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,14677,CTS
JPN,Japan,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,60299,CTS/MoI
KEN,Kenya,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,12715,CTS
KGZ,Kyrgyzstan,Asia,Central Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,264,CTS
KWT,Kuwait,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,595,CTS
LIE,Liechtenstein,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,71,CTS
LTU,Lithuania,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,407,CTS
LVA,Latvia,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1100,CTS
MAR,Morocco,Africa,Northern Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,32623,CTS
MCO,Monaco,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,155,CTS
MDA,Republic of Moldova,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,395,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,239166,CTS
MNE,Montenegro,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,155,CTS
MNG,Mongolia,Asia,Eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,2991,CTS
MOZ,Mozambique,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1272,CTS
MUS,Mauritius,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,122,CTS
MYS,Malaysia,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,4246,CTS
NIC,Nicaragua,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,19335,CTS
NLD,Netherlands (Kingdom of the),Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,67060,CTS
NOR,Norway,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,2961,CTS
NPL,Nepal,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1047,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,9683,CTS
PER,Peru,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,14699,CTS
PRT,Portugal,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,39220,CTS
PRY,Paraguay,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,2235,CTS
PSE,State of Palestine,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,6572,CTS
ROU,Romania,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,8898,CTS
RUS,Russian Federation,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,57863,CTS
SEN,Senegal,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,279,CTS
SGP,Singapore,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,607,CTS
SLB,Solomon Islands,Oceania,Melanesia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1213,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,4628,CTS
SRB,Serbia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1614,CTS
SVK,Slovakia,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,3896,CTS
SVN,Slovenia,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,2304,CTS
SWE,Sweden,Europe,Northern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,72645,CTS
SYR,Syrian Arab Republic,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,6157,CTS
THA,Thailand,Asia,South-eastern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,28245,CTS
TKM,Turkmenistan,Asia,Central Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,90,CTS
TTO,Trinidad and Tobago,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,801,CTS/NGO
TUR,Türkiye,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,105721,CTS
UGA,Uganda,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,35092,CTS
UKR,Ukraine,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,6707,CTS/DMDB
USA,United States of America,Americas,Northern America,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,862220,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,1252,CTS/NGO
ZWE,Zimbabwe,Africa,Sub-Saharan Africa,Violent offences,by type of offence,Serious assault,Total,Total,2005,Counts,92510,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,246,CTS
ARE,United Arab Emirates,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,758,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,134291,CTS
ARM,Armenia,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,178,CTS
AUT,Austria,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,3577,CTS
AZE,Azerbaijan,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,160,CTS
BEL,Belgium,Europe,Western Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,70886,CTS
BGD,Bangladesh,Asia,Southern Asia,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,570,CTS
BGR,Bulgaria,Europe,Eastern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,2976,CTS
BHR,Bahrain,Asia,Western Asia,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,3455,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,Counts,1498,CTS
